timestamp,job_id,jitter_ms,version,prevhash,coinb1,coinb2,extranonce1,extranonce2,merkle_branch,ntime,nbits,nonce
1768125333.5355043,5335b,0.02719997428357601,20000000,6f879c09ae1c73b7b732d8a5384009b51f2494fe667b2bb9402e2eeab235bdf4,5eeb258c73e8b48481e6d13b9dae1be2a8dba7a57defeaba32b5972b3699c73b,346b54647feae1f035c05c04ca4d9f974d817366d5c8818ba09ed5b19498e242,0000ffff,4c020000,[],69637395,1d00ffff,66248f46
1768125333.7247226,6d457,188.4401999413967,20000000,d0c69a04a85de52c6a8e84e1971af80a169a81baee0ae85420281b7a77c47707,ee6db8f2360bcfe2f63a020a7e9e2a5f2096084c18979f00c6aee0684951f732,efa2c11a29436cb9284c53a5bafa6bfe6cc77f8d75a592cd2609fcf4dacd61f1,0000ffff,ac020000,[],69637395,1d00ffff,21261202
1768125333.9073186,1f32c,181.3568000216037,20000000,959a7d31598d5f2982263a1c84360524bb650dc52605b9baed20c3035a77bb99,51262bd20200aa16490480868b517c3dbbfe95fdb7c1a906e79e84dd293f0198,2933107797f8806e121dbe7519973bac82ca003c113399c59461e92b44dbc5dd,0000ffff,af020000,[],69637395,1d00ffff,a7a2cb7a
1768125333.9700167,170a8,61.86000001616776,20000000,3bff23ec6db92a73b8da0acc64601b10a9911fa4fd59925621d1b70c9cc4aa66,864be897b9931b2ec73b0877818d28098fb8bdd032b14983df47578cdd2304f7,b9156977693469025209405b67d4a25afa29fc51a257586ac34a57cf291eb9a3,0000ffff,a7000000,[],69637395,1d00ffff,6f7b2cc2
1768125334.1289377,628c6,158.1117999739945,20000000,770b9f0eb1a9e7a73ccbbd412716380b497bc0cd4143029c8ec264509c0ed33c,82805b0ccbc9b95498c7dcd675baa3a2890a3ee49e6a5b19ba2fb0caae238768,73b09cd5c4d3ae346dc617a1507f4e08ee2d8f8f1ace00a64ccdf9c1d429320f,0000ffff,4a020000,[],69637395,1d00ffff,93d2bf39
1768125334.2658997,4c880,136.09210005961359,20000000,04c4cfd825f28718b04ef030e206ce7112b020e1f7175a55ee0fdf257225f899,18d8c0cd659196d46decf4173e5ef9fff02603abf3fae50c0ae7a8b95364ce66,c770054bc6bf05e607540ca8a57202352b7719040b58493d343ecd47ae60432b,0000ffff,e7010000,[],69637396,1d00ffff,833c51db
1768125334.3006928,6ca72,33.84019993245602,20000000,1a42bb63891a17f2dc2e25abc175e76f4bfda847f792f8279c9a4a892a4ccb94,e80bda422464a3e4d3aedaacc3eb7be071961c25c939ee63799d513f9c132b1e,4d0d2675ccb33fd123c3447372cca6de99372064a96b250571cfba8259b7ea73,0000ffff,2c000000,[],69637396,1d00ffff,8b8c559a
1768125334.316583,6ca72,15.031599905341864,20000000,1a42bb63891a17f2dc2e25abc175e76f4bfda847f792f8279c9a4a892a4ccb94,e80bda422464a3e4d3aedaacc3eb7be071961c25c939ee63799d513f9c132b1e,4d0d2675ccb33fd123c3447372cca6de99372064a96b250571cfba8259b7ea73,0000ffff,71000000,[],69637396,1d00ffff,ea2db639
1768125334.3268077,6ca72,9.439799934625626,20000000,1a42bb63891a17f2dc2e25abc175e76f4bfda847f792f8279c9a4a892a4ccb94,e80bda422464a3e4d3aedaacc3eb7be071961c25c939ee63799d513f9c132b1e,4d0d2675ccb33fd123c3447372cca6de99372064a96b250571cfba8259b7ea73,0000ffff,2c000000,[],69637396,1d00ffff,8b8c559a
1768125334.4085946,ae363,81.05010003782809,20000000,ebd3b4cdbe1be1d17e66d129daddbc9d1a306dfefda0371f58522b3a9421c449,51496d4326c3ab336cf6ecdce6d9ba9179546e0dba91c0821026a113ee10e089,ef77f99f661ce2d40c046f53b3db4b5f48d20d128f314c0a107ca5f28dd41a4c,0000ffff,6e000000,[],69637396,1d00ffff,20955a15
