timestamp,jitter_ms,nonce,found_difficulty,label
1768125334.759406,67.45369988493621,0a52a735,1.8056773659889896e-08,0
1768125334.8105137,50.289500039070845,0ce27bc4,4.3418015859557764e-10,0
1768125334.8438613,32.45129995048046,0bbd68a6,9.019866696977515e-10,0
1768125334.933419,88.529699947685,72773e54,8.510740522302368e-10,0
1768125334.9857836,51.277299877256155,101ff725,3.3921396559275286e-10,0
1768125335.1216264,134.97639982961118,8eafba68,5.545805886514531e-10,0
1768125335.3115122,189.04439988546073,6d7d25b8,6.55620501649302e-10,0
1768125335.3126462,0.34840009175240993,8d89b666,2.7896672202436965e-10,0
1768125335.3418672,28.331599896773696,d55be326,3.753321143330798e-10,0
1768125335.3696902,26.809500064700842,755af164,4.5992313755101985e-10,0
1768125335.4446146,73.94090015441179,440f9959,3.1286035946782347e-10,0
1768125335.4828978,37.212800001725554,524dca98,2.7376180663198353e-10,0
1768125335.5242884,40.365499909967184,20c92754,7.53263211167852e-10,0
1768125335.6256626,100.33239983022213,c4e1bf74,4.793394381572126e-10,0
1768125335.7152767,88.61369988881052,d0f054b2,3.639709126435777e-10,0
1768125335.8022478,85.9220998827368,18b6e31a,2.6694190019621794e-10,0
1768125335.8433177,39.844300132244825,ae710608,3.3302526711355397e-09,0
1768125336.0274773,183.14910004846752,96889bda,1.2627943468883623e-09,0
1768125336.0848658,56.48660007864237,22001d5f,9.833222681767304e-10,0
1768125336.2057164,120.05760008469224,4678d524,4.575110320829022e-10,0
1768125336.4062598,199.71080007962883,61c7bff2,2.6598513718364445e-09,0
1768125336.4462698,39.20159977860749,c11bbc8c,3.716078816076867e-10,0
1768125336.4880686,40.93510005623102,acb9767e,1.2012174485383743e-09,0
1768125336.6960487,207.2128001600504,0a7e624a,3.978685863163593e-10,0
1768125336.7334344,36.47299995645881,eb968707,4.0355320613905865e-10,0
1768125336.8493416,115.0238998234272,5fad3ae1,4.298850207023689e-09,0
1768125336.949725,99.53260002657771,a08e7677,4.351945746890144e-10,0
1768125336.990662,39.82149995863438,4e2c4784,5.159581100041558e-10,0
1768125337.0935473,102.08399989642203,2caa7424,3.965941999067056e-09,0
1768125337.3284996,234.10889995284379,c8e4b0c2,6.4803674159782265e-09,0
1768125337.4327478,103.4417999908328,6e9906b5,3.266260444775158e-10,0
1768125337.4334838,0.028399983420968056,919f0e75,2.4406549221095853e-10,0
1768125337.5158937,81.69230003841221,082d3174,1.0888382583757796e-09,0
1768125337.5232456,6.412700051441789,63e8b848,2.373896230741058e-10,0
1768125337.6394007,115.28509994968772,6724591e,5.383055613629633e-10,0
1768125337.6469383,6.492400076240301,2c032610,2.839001935691574e-10,0
1768125337.7044654,56.3181999605149,1a7e2a28,3.192167615944123e-10,0
1768125337.7688856,63.56430007144809,1c6a774e,2.7573102322610177e-10,0
1768125337.859582,89.91859992966056,ea0e7972,7.185138256664579e-09,0
1768125337.9885266,127.88580008782446,ece1de6d,1.0481913629857141e-09,0
1768125337.9954665,6.145699881017208,f30bd13a,1.9633477844203964e-09,0
1768125338.1735826,177.30790004134178,874c82c1,3.0261256949569117e-10,0
1768125338.2847204,110.32310011796653,42ed21fb,4.890943522071618e-10,0
1768125338.3159091,30.358799966052175,5cf66eaa,2.4712237593965696e-10,0
1768125338.328209,11.519999941810966,5c3d3793,1.8363368811043484e-09,0
1768125338.341872,12.926299823448062,5cf66eaa,2.4712237593965696e-10,0
1768125338.4261394,83.54440005496144,e58ca0ea,5.997560799583836e-10,0
1768125338.5394268,112.49920004047453,31039494,1.0509818954488703e-09,0
1768125338.564754,24.526999797672033,4929ee9d,2.352530826214708e-10,0
1768125338.573778,8.080899948254228,b85bce8d,4.242291014033926e-10,0
1768125338.587989,13.389900093898177,4929ee9d,2.352530826214708e-10,0
1768125338.6747992,85.88879997842014,9c1a32b5,9.261837924131733e-10,0
1768125338.6821287,6.3003001268953085,a33ac4ea,3.525447181687791e-10,0
1768125338.9043584,220.9826000034809,37557154,2.9941879561696934e-09,0
1768125338.9294972,24.234999902546406,30d8fdc8,4.3131691863268016e-10,0
1768125339.096878,166.57370002940297,11af25ed,2.769616341206836e-10,0
1768125339.255548,157.78440004214644,ccaf0955,2.446206768631564e-10,0
1768125339.3595076,103.15530002117157,a214506f,3.239441761220628e-10,0
1768125339.3976622,37.200799910351634,24276c71,3.767639012678193e-10,0
1768125339.6299767,231.503700139001,ddf0480b,4.30099752849022e-10,0
1768125339.7783136,147.48079981654882,4a9b0ce7,5.549109789320146e-10,0
1768125339.907657,128.23190004564822,8dbf1c64,4.4033707497440476e-10,0
1768125339.948426,39.83490006066859,571e3650,4.708997061732624e-10,0
1768125339.9861465,36.58599988557398,6e7a2fd2,1.1283025197713383e-09,0
1768125340.07642,89.27119988948107,4174ebcc,3.3462550834227638e-09,0
1768125340.3425393,265.3387999162078,a726ff32,4.710612266502253e-10,0
1768125340.4099758,66.5008001960814,c618b815,8.89624706713148e-10,0
1768125340.5169168,106.14699986763299,2dc74ca4,1.2108786582072456e-09,0
1768125340.6159286,98.18480000831187,e8352bd0,6.673786343307123e-10,0
1768125340.641494,24.70599999651313,d12512dc,2.562733541661783e-10,0
1768125340.6467428,4.435400012880564,61d08f91,3.4342226995065754e-09,0
1768125340.6615891,14.1569001134485,d12512dc,2.562733541661783e-10,0
1768125340.7558575,93.4113000985235,15c22ee2,4.554741418515593e-10,0
1768125340.8428063,86.01709990762174,d51a55ae,6.696478685800179e-09,0
1768125340.9355688,91.9133999850601,860c530b,4.0212916345483167e-10,0
1768125340.9907005,54.03860006481409,5fd24858,4.059439619776954e-09,0
1768125341.1184924,126.75890000537038,62c2de24,2.9997907753499885e-10,0
1768125341.2845347,164.9132000748068,374eced4,2.4522002934087094e-10,0
1768125341.3551269,69.79740015231073,a621bd6e,2.8522171219368747e-10,0
1768125341.4686866,112.75209998711944,55bb5a42,4.740198854746135e-10,0
1768125341.528515,58.909800136461854,e99c8460,1.915221011492782e-09,0
1768125341.621271,91.95249993354082,656c6106,7.236384824062315e-10,0
1768125341.65883,36.74590005539358,1731e1b2,3.213484131296965e-10,0
1768125341.7743413,114.65170001611114,b0e19e65,7.245579453360419e-10,0
1768125341.7756042,0.4896000027656555,99bbf2d6,3.6408675471090425e-10,0
1768125341.8445406,68.27490008436143,0d2879b6,2.858368258549163e-10,0
1768125342.1640463,318.53880011476576,901166bb,2.3518097443922253e-10,0
1768125342.3152645,149.95649992488325,0938e880,1.0153883284823258e-09,0
1768125342.4254134,109.1875999700278,37986b1c,3.526325334891226e-10,0
1768125342.4661698,39.85279984772205,12ea41cc,6.154571388872359e-10,0
1768125342.5172973,50.02379999496043,d846366a,2.3714410588055853e-10,0
1768125342.6018035,83.49300012923777,04966239,3.802533487747396e-08,0
1768125342.6409848,38.329599890857935,873c0b19,2.6442843400691714e-10,0
1768125342.6965098,54.66619995422661,6b214107,2.4941929305589257e-10,0
1768125342.7592075,61.8775999173522,5d848373,2.4139207515465943e-10,0
1768125343.0903475,330.2571999374777,03994500,7.236573577518852e-10,0
1768125343.2071166,115.9351000096649,19d2a2b8,1.3254450019611804e-09,0
1768125343.269856,61.9594999589026,2c6111d6,2.3643062562345313e-10,0
1768125343.4337473,162.96310001052916,cc1ae009,1.970799287639653e-09,0
1768125343.5464952,111.93650006316602,6d8bcd3d,4.963285366214304e-10,0
1768125343.5770183,29.73569999448955,12cba98e,4.350038483260653e-09,0
1768125343.58221,4.374300129711628,8a581021,1.2546173289091676e-09,0
1768125343.666357,83.16230005584657,a5854876,1.9205447806807534e-09,0
1768125343.7176592,50.416000187397,21622eec,2.0003134242078835e-09,0
1768125343.7895365,70.98610000684857,612942e6,2.340304252812929e-10,0
1768125343.837354,46.98169999755919,afcf1bed,3.828720564323717e-10,0
1768125343.9337626,95.40729993022978,b5dda798,5.624031113085513e-10,0
1768125343.9990516,64.28380007855594,afd70554,2.9715753546242153e-10,0
1768125344.0538163,53.69080021046102,cee13b78,3.4723660397430215e-10,0
1768125344.1419308,87.30879984796047,b565642d,3.0674835037372836e-10,0
1768125344.2483923,105.49309989437461,0f5af8c0,2.5821399901549864e-10,0
1768125344.3262644,77.07969984039664,68505695,7.745714535760479e-09,0
1768125344.3607037,33.53650006465614,abf018f4,3.044118992344873e-10,0
1768125344.5424926,180.774400010705,9c47c7e2,2.623091346771289e-10,0
1768125344.6006086,57.140199933201075,6fde0531,2.563613686876768e-10,0
1768125344.683819,82.40650012157857,04d54742,4.0193342956062136e-10,0
1768125344.7534652,68.65349994041026,813c9b18,2.4387629185543307e-10,0
1768125344.8590205,104.68290001153946,e7bc214e,2.923195419448764e-10,0
1768125344.9539542,94.02019996196032,490b9e5e,2.8947478813454215e-10,0
1768125344.9876323,32.85570000298321,595d3b5b,6.865871716840894e-10,0
1768125345.0515187,62.864999985322356,e6a3938c,1.313564627664399e-09,0
1768125345.2200813,167.72079980000854,43f47956,8.852985972378537e-10,0
1768125345.2419553,21.084999898448586,a8c87407,3.6737200671572694e-10,0
1768125345.37428,131.24369992874563,64f62981,3.3696617427746797e-10,0
1768125345.4980218,122.70569987595081,a4a84cf7,2.685375382402702e-10,0
1768125345.505266,6.392600014805794,339b99b6,9.169536856877571e-10,0
1768125345.5407016,34.59520009346306,9d226d0e,2.949007547820737e-10,0
1768125345.5955877,53.985599894076586,806f7fb7,1.538587285651793e-09,0
1768125345.7367113,140.2877001091838,a617534a,3.5370901829064004e-10,0
1768125345.7973623,59.74330008029938,4c3ddc02,3.2338442929838314e-10,0
1768125345.8517084,53.44330007210374,12511b50,3.0060823684635585e-10,0
1768125345.853004,0.530199846252799,d31d5d37,3.7425079405155316e-10,0
1768125345.9038177,50.08770013228059,b61380b6,3.4030243278855227e-10,0
1768125346.0154257,110.72369990870357,a4c02b42,3.912657871003648e-10,0
1768125346.1567173,140.47920005396008,02b4149c,8.938465589570204e-10,0
1768125346.2203968,62.69460008479655,3453f9ad,2.466794829244827e-10,0
1768125346.3122547,91.0602998919785,6b981f8f,7.115457720211091e-10,0
1768125346.456011,142.89989997632802,87c8f171,5.049520508744498e-10,0
1768125346.6992302,242.4208999145776,88e8014c,4.025573590201859e-10,0
1768125346.7016742,1.6598000656813383,d9ea1b2e,4.209159761611807e-10,0
1768125346.9345708,232.19609982334077,ec83d5d1,3.017701228177865e-10,0
1768125347.1218617,186.2758998759091,5c827bc3,4.857743429200671e-10,0
1768125347.3747182,251.94790004752576,0d580d79,4.4247254269371296e-10,0
1768125347.408417,32.628800021484494,0c6c6b02,5.237723140026992e-10,0
1768125347.415423,5.810100119560957,406bbe55,2.724729696960462e-10,0
1768125347.5277321,111.49170016869903,dbdd7021,3.2374430692300365e-10,0
1768125347.76184,233.14189980737865,b0a83fd7,1.1584899837236072e-08,0
1768125348.016586,253.7457998842001,ab7a8ac3,1.7121132688968255e-09,0
1768125348.1290543,111.61300004459918,a342048e,8.555149041200847e-10,0
1768125348.164638,34.64909992180765,4ca0d748,1.9344825428386823e-09,0
1768125348.2597454,94.06229993328452,041e7f6c,4.0489317374536353e-10,0
1768125348.2604299,0.024300068616867065,e4c1d259,3.515436290321458e-10,0
1768125348.2934453,32.43349981494248,1087b7de,3.038667631901626e-10,0
1768125348.406316,111.95910000242293,8114583b,4.4906779956524623e-10,0
1768125348.4420888,34.94550008326769,e1e1b8de,2.449643482410677e-10,0
1768125348.651525,208.52679992094636,f6c2e3dd,1.4245668300908243e-09,0
1768125348.7648678,112.4845000449568,1007826f,2.633157306760314e-10,0
1768125348.8753402,109.47789996862411,86a5eace,1.4432539772295108e-09,0
1768125349.0325632,156.19629994034767,d8b04f60,2.42100742438578e-10,0
1768125349.1966553,163.09839999303222,6a8ab25e,3.1412112501473115e-10,0
1768125349.299434,101.8350999802351,37a727f5,4.053438587760892e-09,0
1768125349.4293957,129.07599983736873,839b298c,1.4837607148388222e-09,0
1768125349.5004892,70.04919997416437,ef150984,1.8302240742462887e-09,0
1768125349.610222,108.91139996238053,b36f1fc4,2.636353941691674e-10,0
1768125349.6460896,35.12250003404915,edd0ea80,7.120712349797117e-10,0
1768125349.893478,246.53959996066988,11f3fb4c,5.130856480739516e-10,0
1768125350.0171103,122.7420000359416,0fafc446,2.953029886716153e-10,0
1768125350.3019986,283.8183999992907,53b649df,2.3234587259092876e-09,0
1768125350.5922294,289.4178000278771,f6afd1b2,3.3560992871475307e-10,0
1768125350.789683,196.45299995318055,d24b585d,2.499516011942732e-10,0
1768125350.8290298,38.47800008952618,55d885ef,9.024404977463413e-10,0
1768125351.1494715,319.52730007469654,c86a0415,1.3049857022309701e-09,0
1768125351.2137573,63.420800026506186,56c1a0e6,2.703311125359139e-10,0
1768125351.2488928,34.24460021778941,e5092177,1.9598302730681494e-09,0
1768125351.3159435,66.08489993959665,a0b82f73,2.8310182915234364e-10,0
1768125351.3801,63.352499855682254,5f3a8178,8.881155433706677e-09,0
1768125351.3808463,0.02850010059773922,2cf3399c,1.829803004591614e-09,0
1768125351.3851948,3.7352999206632376,6885baaa,1.2142776349192163e-09,0
1768125351.454159,68.0937001015991,b1ec3714,2.975450795007828e-10,0
1768125351.5027387,47.47519991360605,b16f694c,4.4087944966680225e-10,0
1768125351.5969098,93.28430006280541,cfcc60f0,1.663731576267673e-09,0
1768125351.8246543,226.887300144881,162ddade,1.3982876228768855e-09,0
1768125351.8791654,53.67419985122979,06340843,6.610897502189586e-10,0
1768125351.9198332,39.765499997884035,1b72e025,4.16626806062051e-10,0
1768125352.0584395,137.46130000799894,57b0439f,3.082739548762634e-10,0
1768125352.077053,17.59799988940358,d3f8c88c,4.687436693176275e-10,0
1768125352.1410713,63.275199849158525,0f3e5e8f,6.103357695576239e-10,0
1768125352.2577507,115.69370003417134,70f30734,2.4447447429637863e-10,0
1768125352.360977,102.30470006354153,4e4d63eb,2.40818191273735e-10,0
1768125352.3678505,6.056200014427304,ab41d248,6.208719873742929e-10,0
1768125352.4812202,112.39530006423593,c1d0c412,5.465736816327212e-10,0
1768125352.577295,95.20009998232126,162bdcc5,5.663678668437727e-10,0
1768125352.6256652,47.504999907687306,22ccfac5,3.4380608559339975e-09,0
1768125352.680166,53.751499857753515,89593ae0,3.517477071101262e-09,0
1768125352.6821475,1.1918998789042234,6a10b7e4,3.7247724303297404e-10,0
1768125352.7825274,99.70950009301305,2382a745,1.4670893844775314e-09,0
1768125352.8754716,91.87110001221299,8280075c,5.285532132422711e-08,0
1768125352.9035861,27.19940012320876,05f34d1f,3.378732074305024e-10,0
1768125352.9417436,37.080599926412106,1d1f7413,3.004293908450429e-10,0
1768125352.95962,17.115899827331305,192989e2,8.881722707048042e-10,0
1768125353.0668943,106.25929990783334,aecd5423,2.7143222784666954e-10,0
1768125353.1380847,69.8301000520587,91a29cae,8.012244625505361e-10,0
1768125353.206664,67.37679988145828,526d3754,3.8055761278792664e-09,0
1768125353.547867,340.2107998263091,2c4f5a93,2.5888386609594285e-10,0
1768125353.834888,286.12469998188317,952fccb0,3.152987902530262e-10,0
1768125353.8626463,26.850299909710884,0d841f06,5.184917618744202e-10,0
1768125353.9626787,98.94790011458099,8a253792,2.377589060409894e-10,0
1768125354.115545,152.11990009993315,50c8f2a1,1.9606745956276306e-09,0
1768125354.1480074,31.474699964746833,341e1be4,7.94779729015382e-08,0
1768125354.2311478,81.82439999654889,2fd9c40d,1.0267488941317874e-09,0
1768125354.264871,32.84809994511306,0fc4947f,1.0530584522063291e-09,0
1768125354.269966,4.313699901103973,c69af775,2.5748908792448104e-10,0
1768125354.388912,118.2103999890387,0f26fdbc,5.950287354275567e-10,0
1768125354.4110894,21.410000044852495,62f64782,2.8577375897697206e-10,0
1768125354.6065397,194.55639994703233,cc4a65c6,2.790206957082386e-10,0
1768125354.859076,251.64249981753528,8b1b1cc1,3.8571158129367166e-10,0
1768125354.8916626,31.684699933975935,da731e46,7.690682409344171e-10,0
1768125355.003698,111.11210007220507,c9b4e6c6,3.176804705045807e-10,0
1768125355.3245637,319.8532999958843,c38dd41d,3.7373274924160613e-10,0
1768125355.3548641,29.45880009792745,9d19e9f4,3.436719501309575e-10,0
1768125355.446635,90.92910005711019,25244125,5.980398596352808e-10,0
1768125355.480124,32.69849997013807,d97c0bd3,3.35831119127135e-10,0
1768125355.6063352,125.37660007365048,8e287941,2.3358121432766074e-10,0
1768125355.647681,40.58160004206002,d0d0b7c1,8.17000195278411e-09,0
1768125355.6966643,48.00150007940829,51b583b3,6.436471438448879e-10,0
1768125355.8819952,184.44249988533556,6fc16d6a,4.1312899991620075e-10,0
1768125355.9444437,61.611299868673086,ccb549d8,8.217512698280429e-09,0
1768125356.0441017,98.8696999847889,12181419,5.122055429425906e-10,0
1768125356.1659153,120.93130010180175,ccc15b32,4.452323415384248e-10,0
1768125356.257662,90.59060015715659,d33281f4,2.453433030129456e-10,0
1768125356.3700113,111.46159982308745,138dd388,2.612473354079622e-10,0
1768125356.6213787,250.40039978921413,cd534745,3.2390299495179937e-09,0
1768125356.6447425,22.597499890252948,b0ac7bdd,3.874659676302148e-10,0
1768125356.6882868,42.52830008044839,772a6c7d,2.3750591243457754e-10,0
1768125356.8034995,114.19389978982508,e6c8b4e2,4.1035251018523836e-10,0
1768125356.9216464,117.28889984078705,b23c1eb7,3.9695056306644985e-10,0
1768125356.9415014,18.822700018063188,2500d5ec,3.2018367814716855e-10,0
1768125357.0088985,66.54110015369952,664ce5a4,1.0742252433394202e-09,0
1768125357.09213,82.36830006353557,d81dcbf4,6.51321401561252e-10,0
1768125357.2779853,184.9411998409778,6cbf9aed,4.5366836602647725e-09,0
1768125357.4005156,121.59510003402829,a64d1807,2.8024143968252856e-10,0
1768125357.4756389,74.21489991247654,4ec16612,4.510867158044574e-10,0
1768125357.6367292,160.08070018142462,58dd351a,4.0975142677198946e-10,0
1768125357.6694312,31.638200161978602,02d00e83,2.47969510893275e-10,0
1768125357.7853837,114.99160015955567,69a1f0aa,3.0199915425143184e-10,0
1768125357.9589958,172.7592998649925,44e952d6,6.341466040990673e-10,0
1768125357.979741,19.843599991872907,b78278b9,3.3243621003409087e-10,0
1768125357.9906595,10.259300004690886,93176ce6,4.504285771960759e-10,0
1768125358.1390703,147.72349991835654,1b9e546a,4.981015500350395e-10,0
1768125358.237615,97.73669997230172,e02eada6,3.6237397754602536e-10,0
1768125358.262084,23.589800111949444,69502389,2.792537195846586e-10,0
1768125358.3736002,110.57220003567636,24b8924b,1.0070341190513833e-08,0
1768125358.3785148,3.8511999882757664,404c1853,7.384515618446689e-10,0
1768125358.3965044,17.09340000525117,01e5954b,3.200788880128436e-10,0
1768125358.413768,16.529599903151393,cb69bb78,3.5796238993250684e-10,0
1768125358.4964476,81.79199998266995,19bae3c4,5.669156480408569e-10,0
1768125358.7185285,221.0325999185443,a28b3dfb,2.773608986711035e-10,0
1768125358.8170767,97.495999885723,e9230e64,4.565601249546295e-10,0
1768125358.921654,103.54699986055493,f8755023,2.3911701324560383e-09,0
1768125359.0653775,142.92410016059875,19f45187,2.9454580543862845e-10,0
1768125359.1477191,81.43440005369484,5e2f502e,8.126138705305562e-09,0
1768125359.1894555,40.93639994971454,6f82f4f2,1.8048371892703395e-08,0
1768125359.2799542,89.70810007303953,5d2ea600,2.4810838050944136e-10,0
1768125359.3077712,26.913699926808476,384e84de,1.0420009401093003e-09,0
1768125359.3131435,4.488199949264526,0411e171,1.2982884721539643e-09,0
1768125359.3290694,15.246100025251508,384e84de,1.0420009401093003e-09,0
1768125359.4584842,128.57079994864762,139cdeb6,4.786528944145242e-10,0
1768125359.663751,204.23780009150505,4164d852,3.402378596253277e-10,0
1768125359.7076209,42.91119985282421,6894fd1c,2.425480516697975e-10,0
1768125359.8198247,111.3642998971045,83151d94,4.232208439555673e-10,0
1768125359.9129202,92.20990003086627,8478e100,3.116117517980261e-10,0
1768125359.9603434,46.587000135332346,27cc9306,3.145107691284826e-10,0
1768125360.0621035,100.9392999112606,e06d5592,5.097470645712021e-09,0
1768125360.1027951,39.842400001361966,5c84fa60,1.337054684897248e-09,0
1768125360.2116752,108.00389992073178,ab0a23ca,2.868608162146223e-10,0
1768125360.3874593,174.66929997317493,86e65e7c,3.692771135533421e-10,0
1768125360.5207238,132.29179987683892,29860e25,2.5205082047252626e-10,0
1768125360.5857763,64.01129998266697,87547a15,3.6932618455607654e-10,0
1768125360.586709,0.22149994038045406,255ab45c,2.74246364092215e-10,0
1768125360.698258,110.90950015932322,59e65e3a,4.1078793866781917e-10,0
1768125360.7631419,63.98160010576248,4862de49,4.138371681104681e-09,0
1768125360.8708146,106.85619991272688,96c7a401,5.136006010738839e-10,0
1768125360.999302,127.58470000699162,abed0ce4,5.453811167675835e-10,0
1768125361.0933309,93.2281999848783,b7794373,7.228678992503091e-10,0
1768125361.1376312,43.34549978375435,a8053b51,2.499773760625189e-10,0
1768125361.2028148,64.31980011984706,d3561d89,3.516766038167816e-10,0
1768125361.4753933,271.59159979783,257307ca,9.448878261111688e-10,0
1768125361.575279,98.75379991717637,8c7cbd51,3.592159786980841e-10,0
1768125361.644008,67.9311000276357,f4e8bcde,1.5447486019721325e-08,0
1768125361.713058,68.25729995034635,e2e4b97a,3.0053971336002267e-10,0
1768125361.745095,31.046099960803986,2da34444,2.9256370404924246e-10,0
1768125361.9645329,218.63289992325008,a8d8d168,2.605515437026333e-10,0
1768125362.0261486,60.82780007272959,785a1302,5.612709749855503e-10,0
1768125362.1012273,74.2123001255095,e7511788,2.3974632814643576e-10,0
1768125362.1560118,53.92770003527403,6073405f,6.611038830645552e-10,0
1768125362.315808,158.8798000011593,7233cd20,5.362448123647692e-10,0
1768125362.3909647,74.41999996080995,789c7bc8,2.378804868058038e-10,0
1768125362.487116,95.37779982201755,cdded2bd,3.7111110797580116e-10,0
1768125362.5451026,57.16470000334084,dfa02a06,3.356836976307479e-10,0
1768125362.7827177,236.59999994561076,6d214437,3.6108810431672713e-10,0
1768125362.85752,73.70660011656582,96a69443,3.9674040912741977e-10,0
1768125362.9041367,45.73430004529655,87e00f7c,5.77072095370625e-10,0
1768125363.0576744,152.83529995940626,8c7c31e3,4.84058672559303e-10,0
1768125363.24759,189.0784001443535,f8dc27d9,6.457180181412574e-10,0
1768125363.5109515,262.33289996162057,268b887d,8.942295200905717e-10,0
1768125363.5331178,21.223200019448996,2fccbf39,9.188270108882985e-10,0
1768125363.6303678,96.0931999143213,0909e87d,4.1501594718835683e-10,0
1768125363.8115146,180.15789985656738,41d40828,1.3810048729873422e-09,0
1768125363.902321,89.70370003953576,b549582c,6.663685545674002e-10,0
1768125363.974832,71.46400003693998,b44cd110,3.0908307824360274e-10,0
1768125364.0291722,53.49770002067089,53401bb1,4.046568862988225e-09,0
1768125364.4658895,435.8892999589443,e11d7c3c,6.41311723245643e-10,0
1768125364.5307028,63.940699910745025,eb26843c,9.361192927526648e-10,0
1768125364.5633118,31.81279986165464,21f6b426,3.083346523389916e-10,0
1768125364.6496732,85.52280021831393,53ca383b,4.734589618603495e-10,0
1768125364.6928098,42.33160009607673,e5ab4c13,3.721417208657431e-10,0
1768125364.7250283,31.425299821421504,427b645e,1.6392826175417717e-09,0
1768125364.886521,160.47900007106364,cbb6ce21,3.4187143324482744e-10,0
1768125364.9378808,50.41419994086027,edc2c8f4,2.816972436669415e-09,0
1768125364.969366,30.59189999476075,86c9f64a,4.121637281718083e-10,0
1768125365.1359646,165.75710009783506,eca106f7,3.832812953357381e-10,0
1768125365.3217554,184.9124999716878,4b6f4353,2.7845529492029553e-10,0
1768125365.4310968,108.26420015655458,17d12f7a,1.8988258783583066e-08,0
1768125365.5616403,129.39939997158945,011037df,5.377567796109279e-10,0
1768125365.6262646,63.79779987037182,e0629cc4,3.024478011776989e-10,0
1768125365.689845,62.71800003014505,5f64f150,2.3580807014637894e-10,0
1768125366.0643866,373.6014000605792,c9e67ec9,9.36920902968641e-10,0
1768125366.2788885,213.6780999135226,a91b55cc,4.003817069193122e-10,0
1768125366.3993506,119.5739998947829,d3c66fb9,6.954110967859104e-10,0
1768125366.546632,146.23859990388155,29913e91,2.464697688832584e-10,0
1768125366.55873,11.195299914106727,8d9a20d1,1.068005678460911e-09,0
1768125366.6861193,126.67199992574751,cbc1aaa6,4.0744686518470056e-10,0
