timestamp,share_count,jitter_mean,jitter_std,label
2025-12-26T13:16:10.362266,0,0.0,0.0,0
2025-12-26T13:16:13.363588,0,0.0,0.0,0
2025-12-26T13:16:16.363961,1,1.7254478998947889,0.0,0
2025-12-26T13:16:19.364998,1,1.275197200011462,0.0,0
2025-12-26T13:16:22.365721,0,0.0,0.0,0
2025-12-26T13:16:25.366211,0,0.0,0.0,0
2025-12-26T13:16:28.366790,0,0.0,0.0,0
2025-12-26T13:16:31.367138,0,0.0,0.0,0
2025-12-26T13:16:34.367836,0,0.0,0.0,0
2025-12-26T13:16:37.368180,0,0.0,0.0,0
2025-12-26T13:16:40.368825,0,0.0,0.0,0
2025-12-26T13:16:43.370031,0,0.0,0.0,0
2025-12-26T13:16:46.371130,0,0.0,0.0,0
2025-12-26T13:16:49.371763,1,0.04579210001975298,0.0,0
2025-12-26T13:16:52.372406,0,0.0,0.0,0
2025-12-26T13:16:55.372953,0,0.0,0.0,0
2025-12-26T13:16:58.373434,0,0.0,0.0,0
2025-12-26T13:17:01.373732,0,0.0,0.0,0
2025-12-26T13:17:04.374627,0,0.0,0.0,0
2025-12-26T13:17:07.375454,0,0.0,0.0,0
2025-12-26T13:17:10.376107,0,0.0,0.0,0
2025-12-26T13:17:13.376534,0,0.0,0.0,0
2025-12-26T13:17:16.377191,0,0.0,0.0,0
2025-12-26T13:17:19.378078,0,0.0,0.0,0
2025-12-26T13:17:22.379273,0,0.0,0.0,0
2025-12-26T13:17:25.379857,1,1.9823082000948489,0.0,0
2025-12-26T13:17:28.380530,1,1.018350699916482,0.0,0
2025-12-26T13:17:31.381332,0,0.0,0.0,0
2025-12-26T13:17:34.382177,0,0.0,0.0,0
2025-12-26T13:17:37.382563,0,0.0,0.0,0
2025-12-26T13:17:40.383447,0,0.0,0.0,0
2025-12-26T13:17:43.384227,0,0.0,0.0,0
2025-12-26T13:17:46.385409,0,0.0,0.0,0
2025-12-26T13:17:49.385788,0,0.0,0.0,0
2025-12-26T13:17:52.386844,0,0.0,0.0,0
2025-12-26T13:17:55.387211,1,1.715558800031431,0.0,0
2025-12-26T13:17:58.388888,1,1.2850824999623,0.0,0
2025-12-26T13:18:01.389449,0,0.0,0.0,0
2025-12-26T13:18:04.389997,0,0.0,0.0,0
2025-12-26T13:18:07.391000,0,0.0,0.0,0
2025-12-26T13:18:10.391327,0,0.0,0.0,0
2025-12-26T13:18:13.392044,0,0.0,0.0,0
2025-12-26T13:18:16.392780,0,0.0,0.0,0
